name,ticker,cap_tier,sector,sub_segment,close_price,ret_1y,ret_2y,ret_3y,ret_4y,ret_5y,ret_6y,re_mw,re_pct,annual_mu,grid_tariff,solar_cost,unit_shield,annual_shield_cr,primary_model,targets
Epigral,EPIGRAL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1219.7,-13.0,24.0,46.0,113.0,150.0,287.0,1.1,32.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #847),Targeting >57% clean electricity mix
Thomas Cook (I),THOMASCOOK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,111.65,-12.0,26.0,49.0,117.0,155.0,293.0,1.1,33.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #848),Targeting >58% clean electricity mix
Somany Ceramics Ltd,SOMANYCERA,Small Cap,Cement & Building Materials,Onsite Rooftop Solar,556.7,24.7,-23.6,-19.6,1.8,-26.3,185.8,8.5,20.0,18.0,8.6,3.75,4.85,8.7,Onsite Rooftop Solar,30% RE by 2028
Voltas Ltd,VOLTAS,Mid Cap,FMCG & Consumer Goods,Factory Rooftop Solar PV,1170.0,-13.6,-36.6,35.5,29.1,-3.9,72.0,8.5,40.0,16.0,8.7,3.75,4.95,7.9,Factory Rooftop Solar PV,50% RE by 2030
Nxt-Infra Trust,NXT-INFRA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,97.0,-11.0,28.0,52.0,121.0,160.0,299.0,1.0,34.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #849),Targeting >59% clean electricity mix
CARE Ratings,CARERATING,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1738.2,-10.0,30.0,55.0,125.0,165.0,305.0,1.0,10.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #850),Targeting >35% clean electricity mix
Ram Ratna Wires,RAMRAT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,560.65,-9.0,32.0,58.0,129.0,170.0,311.0,1.0,11.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #851),Targeting >36% clean electricity mix
Bajaj Hindusthan,BAJAJHIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,21.86,-8.0,34.0,61.0,133.0,175.0,317.0,1.0,12.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #852),Targeting >37% clean electricity mix
VRL Logistics,VRLLOG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,297.7,-7.0,36.0,64.0,137.0,180.0,323.0,1.0,13.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #853),Targeting >38% clean electricity mix
Goldiam Intl.,GOLDIAM,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,345.3,-6.0,38.0,67.0,141.0,185.0,329.0,1.0,14.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #854),Targeting >39% clean electricity mix
Electrost.Cast.,ELECTCAST,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,83.71,-5.0,-5.0,25.0,100.0,145.0,290.0,1.0,15.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #855),Targeting >40% clean electricity mix
MSTC,MSTCLTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,734.2,-4.0,-3.0,28.0,104.0,150.0,296.0,1.0,16.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #856),Targeting >41% clean electricity mix
GMM Pfaudler,GMMPFAUDLR,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1147.9,-3.0,-1.0,31.0,108.0,155.0,302.0,1.0,17.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #857),Targeting >42% clean electricity mix
MOIL,MOIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,252.3,-2.0,1.0,34.0,112.0,160.0,308.0,1.0,18.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #858),Targeting >43% clean electricity mix
Optiemus Infra.,OPTIEMUS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,569.3,-1.0,3.0,37.0,116.0,165.0,314.0,1.0,19.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #859),Targeting >44% clean electricity mix
Sh.Renuka Sugar,RENUKA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,24.04,0.0,5.0,40.0,120.0,170.0,320.0,1.0,20.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #860),Targeting >45% clean electricity mix
IRB InvIT Fund,IRBINVIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,64.54,1.0,7.0,43.0,124.0,175.0,326.0,1.0,21.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #861),Targeting >46% clean electricity mix
PDS,PDSL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,358.5,3.0,11.0,49.0,132.0,185.0,338.0,1.0,23.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #863),Targeting >48% clean electricity mix
Man Infra,MANINFRA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,124.8,5.0,15.0,55.0,140.0,195.0,350.0,1.0,25.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #865),Targeting >50% clean electricity mix
Deep Industries,DEEPINDS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,786.45,6.0,17.0,58.0,144.0,200.0,356.0,1.0,26.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #866),Targeting >51% clean electricity mix
Wakefit Innovati,WAKEFIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,151.55,7.0,19.0,61.0,148.0,205.0,362.0,1.0,27.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #867),Targeting >52% clean electricity mix
Canara Robeco,CRAMC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,251.5,8.0,21.0,64.0,152.0,210.0,368.0,1.0,28.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #868),Targeting >53% clean electricity mix
Kanohar Elect.,531214,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,0.0,9.0,23.0,67.0,156.0,215.0,374.0,1.0,29.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #869),Targeting >54% clean electricity mix
Yasho Industries,YASHO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,4134.1,11.0,27.0,73.0,164.0,225.0,386.0,1.0,31.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #871),Targeting >56% clean electricity mix
DEE Development,DEEDEV,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,658.25,12.0,29.0,76.0,168.0,230.0,392.0,1.0,32.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #872),Targeting >57% clean electricity mix
Bansal Wire Inds,BANSALWIRE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,315.0,15.0,35.0,85.0,180.0,245.0,410.0,1.0,10.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #875),Targeting >35% clean electricity mix
Northern Arc,NORTHARC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,302.15,17.0,39.0,91.0,188.0,255.0,422.0,1.0,12.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #877),Targeting >37% clean electricity mix
Uflex,UFLEX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,675.6,19.0,43.0,97.0,196.0,265.0,434.0,1.0,14.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #879),Targeting >39% clean electricity mix
Juniper Hotels,JUNIPER,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,216.82,21.0,47.0,103.0,124.0,195.0,366.0,1.0,16.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #881),Targeting >41% clean electricity mix
KDDL Ltd,KDDL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3911.0,22.0,49.0,106.0,128.0,200.0,372.0,1.0,17.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #882),Targeting >42% clean electricity mix
Pilani Invest.,PILANIINVS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,4323.8,23.0,51.0,109.0,132.0,205.0,378.0,1.0,18.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #883),Targeting >43% clean electricity mix
Shanthi Gears,SHANTIGEAR,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,621.75,25.0,55.0,115.0,140.0,215.0,390.0,1.0,20.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #885),Targeting >45% clean electricity mix
Bannari Amm.Sug.,BANARISUG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3803.3,26.0,57.0,118.0,144.0,220.0,396.0,1.0,21.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #886),Targeting >46% clean electricity mix
Keystone Realtor,RUSTOMJEE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,373.95,29.0,63.0,127.0,156.0,235.0,414.0,1.0,24.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #889),Targeting >49% clean electricity mix
Foseco India,FOSECOIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,6263.0,30.0,65.0,130.0,160.0,240.0,420.0,1.0,25.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #890),Targeting >50% clean electricity mix
Texmaco Rail,TEXRAIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,115.99,31.0,67.0,133.0,164.0,245.0,426.0,1.0,26.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #891),Targeting >51% clean electricity mix
Goodluck India,GOODLUCK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,472.9,32.0,69.0,136.0,168.0,250.0,432.0,1.0,27.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #892),Targeting >52% clean electricity mix
Afcom Holdings,544224,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1630.65,33.0,71.0,139.0,172.0,255.0,438.0,1.0,28.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #893),Targeting >53% clean electricity mix
ICRA,ICRA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,4884.5,34.0,73.0,142.0,176.0,260.0,444.0,1.0,29.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #894),Targeting >54% clean electricity mix
Surya Roshni,SURYAROSNI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,216.49,35.0,75.0,145.0,180.0,265.0,450.0,1.0,30.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #895),Targeting >55% clean electricity mix
V-Marc India,VMARCIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,320.1,37.0,79.0,151.0,188.0,275.0,462.0,1.0,32.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #897),Targeting >57% clean electricity mix
Ellen.Indl.Gas,ELLEN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,331.85,38.0,81.0,154.0,192.0,280.0,468.0,1.0,33.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #898),Targeting >58% clean electricity mix
Tempsens Instruments,TEMPSENS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,554.8,39.0,83.0,157.0,196.0,285.0,474.0,1.0,34.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #899),Targeting >59% clean electricity mix
PTC India,PTC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,156.29,42.0,44.0,61.0,103.0,195.0,237.0,1.0,12.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #902),Targeting >37% clean electricity mix
Purple Style,PERNIASPOP,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,0.0,43.0,46.0,64.0,107.0,200.0,243.0,1.0,13.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #903),Targeting >38% clean electricity mix
Aye Finance,AYE,Small Cap,Banking & Financial Services,BFSI,184.81,44.0,48.0,67.0,111.0,205.0,249.0,1.0,14.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #904),Targeting >39% clean electricity mix
SEAMEC Ltd,SEAMECLTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1793.6,45.0,50.0,70.0,115.0,210.0,255.0,1.0,15.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #905),Targeting >40% clean electricity mix
Greaves Cotton,GREAVESCOT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,195.56,46.0,52.0,73.0,119.0,215.0,261.0,1.0,16.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #906),Targeting >41% clean electricity mix
MPS,MPSLTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2658.9,47.0,54.0,76.0,123.0,220.0,267.0,1.0,17.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #907),Targeting >42% clean electricity mix
Datamatics Glob.,DATAMATICS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,764.9,48.0,56.0,79.0,127.0,225.0,273.0,1.0,18.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #908),Targeting >43% clean electricity mix
Rolex Rings,ROLEXRINGS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,171.72,-14.0,-3.0,23.0,74.0,175.0,226.0,1.0,21.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #911),Targeting >46% clean electricity mix
RPG LifeScience.,RPGLIFE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2721.6,-13.0,-1.0,26.0,78.0,180.0,232.0,1.0,22.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #912),Targeting >47% clean electricity mix
Gufic BioScience,GUFICBIO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,444.9,-12.0,1.0,29.0,82.0,185.0,238.0,1.0,23.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #913),Targeting >48% clean electricity mix
V I P Inds.,VIPIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,314.05,-11.0,3.0,32.0,86.0,190.0,244.0,1.0,24.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #914),Targeting >49% clean electricity mix
SG Finserve,SGFIN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,675.7,-10.0,5.0,35.0,90.0,195.0,250.0,1.0,25.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #915),Targeting >50% clean electricity mix
Hawkins Cookers,HAWKINCOOK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,8406.5,-9.0,7.0,38.0,94.0,200.0,256.0,1.0,26.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #916),Targeting >51% clean electricity mix
Sunteck Realty,SUNTECK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,299.5,-8.0,9.0,41.0,98.0,205.0,262.0,1.0,27.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #917),Targeting >52% clean electricity mix
Netwrk.18 Media,NETWORK18,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,28.38,-7.0,11.0,44.0,102.0,210.0,268.0,1.0,28.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #918),Targeting >53% clean electricity mix
eMudhra,EMUDHRA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,524.8,-4.0,17.0,53.0,114.0,225.0,286.0,1.0,31.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #921),Targeting >56% clean electricity mix
WPIL,WPIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,443.9,-2.0,21.0,59.0,122.0,235.0,298.0,1.0,33.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #923),Targeting >58% clean electricity mix
Hirect,HIRECT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1222.4,-1.0,23.0,62.0,126.0,240.0,304.0,1.0,34.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #924),Targeting >59% clean electricity mix
NRB Bearings,NRBBEARING,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,447.0,0.0,25.0,65.0,130.0,245.0,310.0,1.0,10.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #925),Targeting >35% clean electricity mix
Swaraj Engines,SWARAJENG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3557.8,1.0,27.0,68.0,134.0,250.0,316.0,1.0,11.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #926),Targeting >36% clean electricity mix
Dec.Gold Mines,DECNGOLD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,213.87,3.0,31.0,74.0,142.0,260.0,328.0,1.0,13.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #928),Targeting >38% clean electricity mix
Wheels India,WHEELS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1724.9,6.0,37.0,83.0,154.0,275.0,346.0,1.0,16.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #931),Targeting >41% clean electricity mix
Shoppers Stop,SHOPERSTOP,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,381.75,7.0,39.0,86.0,158.0,280.0,352.0,1.0,17.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #932),Targeting >42% clean electricity mix
Mahindra Holiday,MHRIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,207.4,9.0,43.0,92.0,166.0,290.0,364.0,1.0,19.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #934),Targeting >44% clean electricity mix
Indostar Capital,INDOSTAR,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,258.66,10.0,45.0,95.0,170.0,295.0,370.0,1.0,20.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #935),Targeting >45% clean electricity mix
Harsha Engg Intl,HARSHA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,454.35,13.0,51.0,104.0,182.0,310.0,388.0,1.0,23.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #938),Targeting >48% clean electricity mix
Responsive Ind,RESPONIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,154.9,14.0,53.0,107.0,186.0,315.0,394.0,1.0,24.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #939),Targeting >49% clean electricity mix
Indiqube Spaces,INDIQUBE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,194.54,15.0,55.0,110.0,190.0,320.0,400.0,1.0,25.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #940),Targeting >50% clean electricity mix
Avantel,AVANTEL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,154.96,16.0,57.0,113.0,194.0,325.0,406.0,1.0,26.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #941),Targeting >51% clean electricity mix
Pitti Engg.,PITTIENG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1084.9,18.0,61.0,119.0,202.0,335.0,418.0,1.0,28.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #943),Targeting >53% clean electricity mix
Novartis India,NOVARTIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1646.7,19.0,63.0,122.0,206.0,340.0,424.0,1.0,29.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #944),Targeting >54% clean electricity mix
Rallis India,RALLIS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,208.82,20.0,20.0,80.0,165.0,300.0,385.0,1.0,30.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #945),Targeting >55% clean electricity mix
John Cockerill,COCKERILL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,8193.5,21.0,22.0,83.0,169.0,305.0,391.0,1.0,31.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #946),Targeting >56% clean electricity mix
Mahindra Logis.,MAHLOG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,405.35,24.0,28.0,92.0,181.0,320.0,409.0,1.0,34.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #949),Targeting >59% clean electricity mix
Ahluwalia Contr.,AHLUCONT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,599.05,26.0,32.0,98.0,189.0,330.0,421.0,1.0,11.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #951),Targeting >36% clean electricity mix
TVS Srichakra,TVSSRICHAK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,5237.5,27.0,34.0,101.0,193.0,335.0,427.0,1.0,12.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #952),Targeting >37% clean electricity mix
Symphony,SYMPHONY,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,580.35,29.0,38.0,107.0,201.0,345.0,439.0,1.0,14.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #954),Targeting >39% clean electricity mix
Sustainable Ener,SEITINVIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,122.0,30.0,40.0,110.0,205.0,350.0,445.0,1.0,15.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #955),Targeting >40% clean electricity mix
Uniparts India,UNIPARTS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,874.05,32.0,44.0,116.0,213.0,360.0,457.0,1.0,17.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #957),Targeting >42% clean electricity mix
Tatva Chintan,TATVA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1678.5,35.0,50.0,65.0,85.0,115.0,215.0,1.0,20.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #960),Targeting >45% clean electricity mix
Zota Health Care,ZOTA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1132.4,36.0,52.0,68.0,89.0,120.0,221.0,1.0,21.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #961),Targeting >46% clean electricity mix
Kirloskar Indus.,KIRLOSIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3731.5,37.0,54.0,71.0,93.0,125.0,227.0,1.0,22.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #962),Targeting >47% clean electricity mix
Kolte Patil Dev.,KOLTEPATIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,441.85,38.0,56.0,74.0,97.0,130.0,233.0,1.0,23.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #963),Targeting >48% clean electricity mix
NACL Industries,NACLIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,166.84,39.0,58.0,77.0,101.0,135.0,239.0,1.0,24.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #964),Targeting >49% clean electricity mix
Intellig Sup Tru,544005,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,128.0,40.0,60.0,80.0,105.0,140.0,245.0,1.0,25.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #965),Targeting >50% clean electricity mix
Sindhu Trade,SINDHUTRAD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,25.28,42.0,64.0,86.0,113.0,150.0,257.0,1.0,27.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #967),Targeting >52% clean electricity mix
CMS Info Systems,CMSINFO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,243.46,43.0,66.0,89.0,117.0,155.0,263.0,1.0,28.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #968),Targeting >53% clean electricity mix
Refex Industries,REFEX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,282.55,46.0,72.0,98.0,129.0,170.0,281.0,1.0,31.0,1.5,8.9,3.7,5.2,7.8,Group Captive Solar & Rooftop PV (SEBI Rank #971),Targeting >56% clean electricity mix
